pid,neighborhood,overall_qual,year_built,lot_area,gr_liv_area,total_bsmt_sf,full_bath,bedroom_abvgr,garage_cars,garage_type,kitchen_qual,bsmt_qual,saleprice,pricepersf
907290040,CollgCr,7,1998,12137,1661,1649.0,2,3,2.0,Attchd,Gd,Gd,224900,135.4
907290170,CollgCr,6,2003,4435,848,848.0,1,1,2.0,Attchd,Gd,Gd,143750,169.52
907290240,CollgCr,6,2004,4426,848,848.0,1,1,2.0,Attchd,Gd,Gd,143000,168.63
907401090,CollgCr,8,2003,10635,1668,1657.0,2,3,2.0,Attchd,Gd,Gd,232000,139.09
907410080,CollgCr,7,2004,8400,1484,1473.0,2,3,2.0,Attchd,Gd,Gd,213000,143.53
907414030,CollgCr,7,2004,8773,1414,1414.0,2,3,2.0,Attchd,Gd,Gd,185500,131.19
908102060,Edwards,3,1945,8777,640,0.0,1,2,1.0,Detchd,TA,,84900,132.66
908102110,Edwards,5,1954,8842,992,381.0,1,3,1.0,Detchd,TA,Fa,155891,157.15
908102130,Edwards,5,1965,9825,1664,0.0,2,4,0.0,,TA,,100000,60.1
908102170,Edwards,5,1968,10044,1196,1196.0,1,3,1.0,Attchd,,Gd,144000,120.4
908102300,Edwards,4,1948,11792,1120,744.0,1,2,2.0,Detchd,Fa,TA,64000,57.14
908103350,Edwards,6,1975,6305,1096,1008.0,1,3,1.0,Detchd,TA,TA,125200,114.23
908152080,Edwards,6,1976,7819,1117,1029.0,1,3,2.0,Detchd,TA,TA,107000,95.79
908203100,Edwards,4,1958,6410,960,960.0,1,3,0.0,,TA,TA,90000,93.75
908208020,Edwards,4,2003,8546,1121,1121.0,2,2,2.0,Attchd,TA,Gd,140000,124.89
908225320,Edwards,6,1945,8741,1487,735.0,1,3,1.0,Detchd,TA,TA,113000,75.99
908226130,Edwards,4,1941,12180,924,672.0,1,2,1.0,Detchd,Fa,Gd,80000,86.58
908275300,Edwards,5,1957,8562,1526,1216.0,1,4,1.0,Basment,TA,TA,144500,94.69
909100080,SWISU,5,1924,4853,1296,1107.0,2,2,1.0,Detchd,Fa,TA,104000,80.25
909100110,SWISU,6,1915,6858,1647,806.0,1,4,1.0,Detchd,Fa,Gd,128000,77.72
909101070,Edwards,3,1914,8212,864,864.0,1,2,1.0,Detchd,TA,TA,58500,67.71
909176140,SWISU,5,1924,5000,1691,1026.0,2,3,1.0,Detchd,Gd,TA,127000,75.1
909176150,SWISU,6,1939,7890,856,856.0,1,2,2.0,Detchd,TA,TA,126000,147.2
909177100,SWISU,4,1967,7200,2650,0.0,3,6,0.0,,TA,,160000,60.38
909250030,SWISU,5,1931,9839,1666,894.0,1,3,0.0,,TA,TA,100000,60.02
909250060,SWISU,6,1919,9638,2447,804.0,2,4,1.0,Detchd,Gd,TA,169000,69.06
909281080,Crawfor,7,1941,10452,2133,1528.0,1,4,1.0,Attchd,TA,Gd,257500,120.72
909426080,Crawfor,5,1950,15600,2177,1032.0,2,5,2.0,Detchd,TA,TA,215000,98.76
909427230,Crawfor,7,1941,9042,2340,1152.0,2,4,1.0,Attchd,Gd,TA,266500,113.89
909428280,Crawfor,7,1959,17500,1902,1902.0,2,3,2.0,Attchd,Ex,Gd,335000,176.13
909452114,Crawfor,7,1994,19645,1652,423.0,2,3,2.0,BuiltIn,Gd,Gd,203135,122.96
909455030,Blueste,8,1989,3907,1034,982.0,1,1,2.0,Attchd,Gd,Gd,185000,178.92
909455040,Blueste,8,1989,3907,1191,1191.0,2,2,2.0,Attchd,Gd,Gd,162500,136.44
909475140,Crawfor,7,1959,15602,1801,1501.0,2,1,2.0,Attchd,TA,TA,289000,160.47
910202060,IDOTRR,4,1922,5436,1154,796.0,1,3,1.0,Detchd,Gd,TA,125500,108.75
910203250,IDOTRR,2,1941,8154,540,480.0,1,1,1.0,Detchd,TA,TA,82000,151.85
910205120,IDOTRR,6,1921,9140,1107,629.0,1,2,1.0,Detchd,TA,TA,110000,99.37
911128180,IDOTRR,4,1920,7500,1128,698.0,1,2,2.0,Detchd,TA,TA,68400,60.64
911202100,IDOTRR,4,1900,8712,1178,859.0,1,2,1.0,Detchd,TA,TA,102776,87.25
911204090,IDOTRR,5,1952,8712,1044,540.0,1,2,2.0,Basment,Fa,TA,55993,53.63
911204100,IDOTRR,4,1896,8712,952,756.0,1,3,1.0,Detchd,TA,TA,50138,52.67
911370510,Crawfor,8,2004,3811,1646,1594.0,2,2,2.0,Attchd,Gd,Ex,246000,149.45
914467040,Mitchel,8,1998,11050,1916,1049.0,2,3,3.0,Attchd,Gd,Gd,254900,133.04
914475090,Mitchel,6,1977,9620,1285,1243.0,2,3,2.0,Attchd,Gd,TA,190000,147.86
914476520,Mitchel,7,2003,9196,1560,1560.0,2,3,2.0,Attchd,Gd,Ex,201000,128.85
914478045,Mitchel,6,1976,12328,1034,1012.0,1,3,3.0,Attchd,TA,TA,169900,164.31
914478110,Mitchel,6,1976,12760,2048,1958.0,3,5,2.0,2Types,TA,TA,170000,83.01
916125360,Timber,5,1948,57200,1687,747.0,1,3,2.0,Detchd,TA,TA,160000,94.84
916386010,Timber,7,2008,11896,1346,1336.0,2,3,3.0,Attchd,Gd,Gd,220000,163.45
916386020,Timber,7,2009,9803,1214,1214.0,2,2,2.0,Attchd,Gd,Gd,179781,148.09
916386060,Timber,5,2006,9802,1444,384.0,2,3,2.0,BuiltIn,TA,Gd,174000,120.5
916386090,Timber,8,2009,12003,1968,774.0,2,4,3.0,BuiltIn,Ex,Ex,269500,136.94
916455170,Timber,7,2002,11316,1894,817.0,2,4,2.0,BuiltIn,Gd,Gd,214900,113.46
916475110,Timber,8,2002,14191,1908,967.0,2,4,2.0,Attchd,Gd,Gd,202900,106.34
921128020,Timber,9,2008,13214,2018,2002.0,2,3,3.0,Attchd,Ex,Ex,378500,187.56
923201020,Mitchel,5,1965,15300,1264,1068.0,1,2,2.0,Attchd,TA,TA,169000,133.7
923202105,Mitchel,5,2004,10114,1430,1430.0,2,3,2.0,Attchd,Gd,Ex,173500,121.33
923204150,Mitchel,6,1971,9400,1824,912.0,2,4,0.0,,TA,TA,139000,76.21
923205015,Mitchel,5,1999,11875,1344,1344.0,2,3,2.0,Attchd,TA,Gd,166500,123.88
923225300,MeadowV,4,1973,1974,1092,546.0,1,3,1.0,Attchd,TA,TA,83500,76.47
923225390,MeadowV,5,1973,2394,945,945.0,1,2,1.0,Attchd,TA,Gd,119500,126.46
923225440,MeadowV,5,1976,2592,1112,536.0,1,3,1.0,Attchd,TA,Gd,85000,76.44
923226250,MeadowV,4,1970,1476,1092,546.0,1,3,0.0,,TA,TA,76000,69.6
923226320,MeadowV,4,1972,1491,630,630.0,1,1,0.0,,TA,Gd,75500,119.84
923228270,MeadowV,4,1970,1900,1092,546.0,1,3,0.0,,TA,TA,88250,80.82
923228370,MeadowV,4,1972,1890,1092,546.0,1,3,1.0,Attchd,TA,TA,85500,78.3
923230190,Mitchel,5,1971,6953,874,864.0,1,3,1.0,Detchd,TA,TA,130000,148.74
923251080,Mitchel,5,1962,26142,1188,1188.0,1,3,1.0,Attchd,TA,TA,157900,132.91
923276030,Mitchel,5,1984,12887,833,833.0,1,2,2.0,Attchd,Gd,Gd,149900,179.95
923276250,Mitchel,5,1985,7700,2432,1216.0,4,4,2.0,Attchd,TA,TA,159000,65.38
923426070,Mitchel,5,1991,10475,1274,624.0,1,3,2.0,Detchd,TA,Gd,136000,106.75
924100050,Mitchel,5,1969,10544,1479,864.0,2,5,1.0,Attchd,TA,TA,161000,108.86
924151040,Mitchel,8,1994,9892,1803,1679.0,2,3,2.0,Attchd,Gd,Gd,285000,158.07
924152030,Mitchel,6,1993,12961,1797,1152.0,2,3,2.0,Attchd,Gd,Gd,231000,128.55
526302110,NAmes,6,1956,13008,882,882.0,1,2,1.0,Attchd,TA,Fa,124500,141.16
526351100,NAmes,6,1974,10200,1434,1434.0,2,4,2.0,Attchd,TA,TA,157000,109.48
526355080,NAmes,8,1972,13860,2704,1952.0,2,4,2.0,Attchd,Ex,Gd,345000,127.59
527105070,Gilbert,6,1997,10179,1608,945.0,2,3,2.0,Attchd,TA,Gd,189500,117.85
527105130,Gilbert,8,2003,11792,2283,1008.0,2,4,3.0,BuiltIn,Gd,Gd,270000,118.27
527107130,Gilbert,7,1996,8400,1628,384.0,2,3,2.0,BuiltIn,TA,Gd,189000,116.09
527108070,Gilbert,9,2006,14892,1746,1746.0,2,3,3.0,Attchd,Ex,Ex,377500,216.21
527110020,Gilbert,7,1995,8530,1474,384.0,2,3,2.0,BuiltIn,TA,Gd,168500,114.31
527127100,StoneBr,8,2004,7296,2522,2208.0,2,1,2.0,Attchd,Gd,Ex,375000,148.69
527131030,StoneBr,8,2000,5664,1659,1501.0,2,2,2.0,Attchd,Ex,Gd,278000,167.57
527132090,StoneBr,8,1998,7380,1478,1418.0,2,2,2.0,Attchd,TA,Gd,240000,162.38
527146010,StoneBr,8,1995,8013,1734,1587.0,2,2,2.0,Attchd,Gd,Gd,239500,138.12
527161040,Gilbert,7,1998,8923,1382,384.0,2,3,2.0,BuiltIn,TA,Gd,177500,128.44
527162110,Gilbert,7,1998,10141,1718,832.0,2,3,2.0,Attchd,TA,Gd,185000,107.68
527162120,Gilbert,6,1998,7500,1636,952.0,2,3,2.0,Attchd,TA,Gd,191000,116.75
527163040,Gilbert,6,1993,7837,1571,799.0,2,3,2.0,Attchd,TA,Gd,178000,113.3
527163070,Gilbert,6,1993,9765,1470,680.0,2,3,2.0,BuiltIn,TA,Gd,185000,125.85
527163130,Gilbert,6,1994,8803,1516,707.0,2,3,2.0,Attchd,Gd,Gd,181316,119.6
527164020,Gilbert,6,1993,7250,1190,1181.0,2,3,2.0,Attchd,,Gd,166000,139.5
527164060,Gilbert,6,1992,9636,1593,808.0,2,3,2.0,BuiltIn,TA,Gd,178000,111.74
527164090,Gilbert,6,1994,8125,1481,702.0,2,3,2.0,Attchd,TA,Gd,174000,117.49
527165130,Gilbert,6,1992,9248,1167,1158.0,2,3,2.0,Attchd,Gd,Gd,173000,148.24
527166010,Gilbert,7,1999,10762,1983,978.0,2,3,2.0,Attchd,Gd,Gd,225000,113.46
527180100,Gilbert,7,1990,11851,1442,1424.0,2,3,2.0,Attchd,TA,Gd,180500,125.17
527182110,StoneBr,8,1984,5814,1360,1220.0,1,1,2.0,Attchd,Gd,Gd,187500,137.87
527214050,StoneBr,9,2008,17423,2234,2216.0,2,1,3.0,Attchd,Ex,Ex,501837,224.64
527254020,StoneBr,8,2008,11844,2046,2046.0,2,3,3.0,Attchd,Gd,Ex,372500,182.06
527258020,StoneBr,7,2005,16158,1530,1530.0,2,3,2.0,Attchd,Gd,Ex,260000,169.93
527276160,Gilbert,5,1977,11900,1934,1122.0,2,3,2.0,Attchd,TA,Gd,185000,95.66
527301320,NWAmes,7,1980,13005,2353,845.0,2,4,2.0,Attchd,Ex,Gd,260000,110.5
527302175,NWAmes,6,1979,17043,1586,1362.0,2,3,2.0,Attchd,TA,Gd,181000,114.12
527326040,NWAmes,7,1977,11900,1411,1386.0,2,3,2.0,Attchd,TA,TA,82500,58.47
527326150,NWAmes,6,1977,16635,1602,1602.0,2,3,2.0,Attchd,Gd,Gd,215000,134.21
527352150,NWAmes,7,1978,13250,2050,832.0,2,4,2.0,Attchd,Gd,Gd,154000,75.12
527353020,NWAmes,6,1978,10928,1671,1427.0,2,3,2.0,Attchd,TA,TA,200000,119.69
527353060,NWAmes,7,1980,12388,2673,1043.0,2,4,2.0,BuiltIn,Gd,Gd,249000,93.15
527354100,NWAmes,7,1980,14115,1472,1372.0,2,3,2.0,Attchd,TA,Gd,187500,127.38
527354200,NWAmes,6,1978,11088,1707,1140.0,2,3,2.0,Attchd,TA,TA,184000,107.79
527355150,NWAmes,8,1981,9600,2524,2524.0,2,4,2.0,Attchd,Gd,Gd,278000,110.14
527356040,NWAmes,7,1978,11880,1601,1271.0,2,3,2.0,Attchd,TA,Gd,157000,98.06
527359050,NWAmes,7,1976,10400,1370,1090.0,2,3,2.0,Attchd,TA,Gd,152000,110.95
527359180,NWAmes,5,1976,10304,1868,780.0,2,4,2.0,Attchd,Gd,TA,197500,105.73
527364030,Somerst,7,2003,7000,1884,926.0,2,3,2.0,Attchd,Ex,Gd,240900,127.87
527365030,Somerst,8,2009,8004,1935,832.0,2,3,2.0,BuiltIn,TA,Gd,263435,136.14
527366030,Somerst,8,2000,7500,1874,1058.0,2,3,2.0,Attchd,,Gd,220000,117.4
527368010,Somerst,8,2002,8470,1811,972.0,2,3,2.0,Attchd,Gd,Gd,235000,129.76
527375100,NWAmes,5,1975,9373,1621,1621.0,2,3,2.0,Attchd,TA,Gd,213000,131.4
527375180,NWAmes,6,1974,10140,1116,1116.0,2,3,2.0,Attchd,,TA,167900,150.45
527375210,NWAmes,7,1975,11050,1193,1176.0,2,3,2.0,Attchd,TA,TA,158000,132.44
527376100,NWAmes,6,1974,10140,1350,1064.0,2,3,2.0,Attchd,TA,Gd,165000,122.22
527378140,NWAmes,6,1972,10448,2119,689.0,2,3,2.0,Attchd,,TA,158000,74.56
527401160,NAmes,5,1974,9000,1792,896.0,2,4,0.0,,TA,Gd,136000,75.89
527402220,NAmes,5,1970,8750,1002,1002.0,1,3,2.0,Detchd,TA,TA,148500,148.2
527403040,NAmes,6,1969,7930,1026,1026.0,1,3,2.0,Detchd,Gd,TA,156000,152.05
527404020,NAmes,5,1970,7830,1180,1180.0,1,2,2.0,Attchd,TA,TA,128000,108.47
527404030,NAmes,5,1971,8510,1050,1043.0,1,3,1.0,Attchd,TA,Gd,143000,136.19
527405130,NAmes,4,1970,7038,864,864.0,1,3,2.0,Detchd,TA,TA,76500,88.54
527405160,NAmes,4,1970,6960,864,864.0,1,3,2.0,Detchd,Gd,TA,120500,139.47
527405180,NAmes,4,1970,8120,864,864.0,1,3,2.0,Detchd,TA,TA,124500,144.1
527425060,NAmes,4,1971,10500,864,864.0,1,2,2.0,Detchd,TA,TA,97000,112.27
527425110,NAmes,4,1971,9000,864,864.0,1,3,2.0,Detchd,TA,TA,130000,150.46
527450280,BrDale,6,1973,1680,987,483.0,1,2,1.0,Detchd,TA,TA,111000,112.46
527451110,BrDale,5,1970,2368,1365,765.0,1,3,2.0,Attchd,TA,TA,125000,91.58
527451320,BrDale,5,1971,1680,1302,630.0,2,3,1.0,Detchd,TA,TA,112000,86.02
527451540,BrDale,6,1972,1680,987,483.0,1,2,1.0,Detchd,TA,TA,97000,98.28
527451640,BrDale,6,1972,1680,987,483.0,1,2,1.0,Detchd,Gd,TA,118000,119.55
527451650,BrDale,5,1972,1680,1302,630.0,2,3,1.0,Detchd,TA,TA,119500,91.78
527452060,NPkVill,6,1976,4928,958,958.0,2,2,2.0,Attchd,TA,Gd,143750,150.05
527453050,NPkVill,6,1976,2308,1548,804.0,2,3,2.0,Detchd,TA,Gd,146000,94.32
527453060,NPkVill,6,1976,2280,1456,855.0,2,3,2.0,Attchd,TA,Gd,148500,101.99
527453140,NPkVill,7,1975,2280,1055,1057.0,2,2,2.0,Attchd,TA,Gd,123000,116.59
527454050,NPkVill,6,1974,2308,1322,855.0,2,3,2.0,Attchd,TA,TA,147000,111.2
527454130,NPkVill,6,1977,2349,1456,855.0,2,3,2.0,Attchd,TA,Gd,137900,94.71
527455050,NPkVill,6,1978,2364,1548,804.0,2,3,2.0,Detchd,TA,Gd,147000,94.96
527455060,NPkVill,6,1978,2289,1441,855.0,2,3,2.0,Attchd,TA,TA,148500,103.05
527455080,NPkVill,6,1978,2364,1456,855.0,2,3,2.0,Attchd,TA,Gd,138000,94.78
527455090,NPkVill,7,1976,2104,836,836.0,1,2,1.0,Attchd,TA,TA,128500,153.71
527455240,NAmes,5,1967,7150,892,892.0,1,3,1.0,Attchd,TA,TA,100000,112.11
527455280,NAmes,5,1966,10710,1120,864.0,1,3,2.0,Attchd,TA,TA,148800,132.86
528102040,NridgHt,10,2006,12456,1718,1700.0,2,3,3.0,Attchd,Ex,Ex,337500,196.45
528102140,NridgHt,9,2007,14257,2772,1776.0,3,4,3.0,BuiltIn,Ex,Ex,462000,166.67
528104070,NridgHt,9,2008,13518,3140,1926.0,3,4,3.0,BuiltIn,Ex,Ex,485000,154.46
528106020,NridgHt,10,2008,15431,2402,3094.0,2,2,3.0,Attchd,Ex,Ex,555000,231.06
528106070,NridgHt,9,2006,13173,1652,1652.0,2,2,2.0,Attchd,Ex,Ex,325000,196.73
528108010,NridgHt,8,2007,14230,1600,1566.0,2,3,3.0,Attchd,Gd,Gd,256300,160.19
528108020,NridgHt,8,2008,12704,2042,2042.0,2,3,3.0,Attchd,Ex,Ex,253293,124.04
528108040,NridgHt,9,2009,12350,2690,1365.0,2,3,3.0,Attchd,Ex,Ex,398800,148.25
528108070,NridgHt,9,2008,11308,2184,1104.0,2,3,3.0,Attchd,Ex,Ex,335000,153.39
528108130,NridgHt,9,2008,12350,2020,2020.0,2,3,3.0,Attchd,Ex,Ex,404000,200.0
528108140,NridgHt,10,2009,12220,2020,2006.0,2,3,3.0,Attchd,Ex,Ex,402861,199.44
528110010,NridgHt,10,2008,13478,2296,1722.0,2,3,3.0,BuiltIn,Ex,Ex,451950,196.84
528110020,NridgHt,10,2007,13693,2674,2630.0,2,2,3.0,Attchd,Ex,Ex,610000,228.12
528110090,NridgHt,9,2008,13891,2822,1734.0,3,4,3.0,BuiltIn,Ex,Ex,582933,206.57
528112040,NridgHt,9,2008,11578,1736,1736.0,2,3,3.0,Attchd,Ex,Ex,360000,207.37
528116010,NridgHt,8,2004,16870,1782,1782.0,2,3,3.0,Attchd,Gd,Ex,296000,166.11
528118060,NridgHt,8,2007,23303,2520,1508.0,2,5,3.0,BuiltIn,Ex,Ex,409900,162.66
528120020,NridgHt,8,2006,11146,1717,1709.0,2,3,3.0,Attchd,Gd,Ex,255500,148.81
528120030,NridgHt,9,2008,10367,1743,1739.0,2,3,3.0,Attchd,Ex,Ex,335000,192.2
528120160,NridgHt,8,2004,9591,1713,1713.0,2,3,3.0,Attchd,Ex,Ex,274900,160.48
528120170,NridgHt,9,2006,10872,1531,1504.0,2,2,3.0,Attchd,Ex,Ex,300000,195.95
528138010,NridgHt,9,2008,13514,1808,1774.0,2,3,3.0,Attchd,Ex,Ex,324000,179.2
528142040,NridgHt,9,2004,8834,2224,1462.0,2,4,3.0,Attchd,Ex,Ex,350000,157.37
528142090,NridgHt,8,2004,11362,1836,1836.0,2,3,3.0,Attchd,Gd,Ex,280000,152.51
528142130,NridgHt,8,2003,10655,1629,3206.0,2,3,3.0,Attchd,Gd,Gd,284000,174.34
528142150,NridgHt,7,2003,12878,1760,1760.0,2,3,2.0,Attchd,Gd,Gd,269500,153.12
528144020,NridgHt,7,2009,9541,1502,1502.0,2,3,2.0,Attchd,Gd,Gd,233170,155.24
528166060,NridgHt,10,2003,13472,2392,2392.0,2,3,3.0,Attchd,Ex,Ex,386250,161.48
528166090,NridgHt,9,2003,15274,2452,2452.0,2,3,3.0,Attchd,Ex,Ex,445000,181.48
528168030,NridgHt,8,2003,13262,2400,1082.0,3,4,3.0,BuiltIn,Gd,Gd,290000,120.83
528172060,NridgHt,8,2006,9658,1606,1598.0,2,3,3.0,Attchd,Gd,Gd,255900,159.34
528174050,NridgHt,6,2005,6904,1358,1358.0,2,2,2.0,Attchd,Gd,Gd,213000,156.85
528174060,NridgHt,6,2005,5381,1306,1306.0,2,1,2.0,Attchd,Gd,Gd,196000,150.08
528174070,NridgHt,6,2005,5122,1306,1306.0,2,1,2.0,Attchd,Gd,Gd,184500,141.27
528175050,NridgHt,7,2007,10307,1358,1350.0,2,2,2.0,Attchd,Gd,Gd,212500,156.48
528175060,NridgHt,7,2007,5001,1314,1314.0,2,2,2.0,Attchd,Gd,Gd,230000,175.04
528176030,NridgHt,10,2004,14836,2492,2492.0,2,2,3.0,Attchd,Ex,Ex,552000,221.51
528178010,NridgHt,8,2003,15262,2200,2200.0,2,3,3.0,Attchd,Ex,Ex,382500,173.86
528180120,NridgHt,9,2008,7390,1884,1884.0,2,2,2.0,Attchd,Ex,Ex,320000,169.85
528180130,NridgHt,9,2008,6472,1456,1451.0,2,2,2.0,Attchd,Ex,Ex,248500,170.67
528186010,NridgHt,8,2002,16770,1712,1712.0,2,3,3.0,Attchd,Gd,Ex,286500,167.35
528186180,NridgHt,8,2006,6240,1324,1324.0,2,2,2.0,Attchd,Gd,Gd,254000,191.84
528188020,NridgHt,7,2003,3480,1405,1405.0,2,2,2.0,Attchd,Gd,Gd,173000,123.13
528188060,NridgHt,7,2003,2268,1626,764.0,2,2,2.0,BuiltIn,Gd,Gd,173000,106.4
528218090,Gilbert,7,2005,10928,1456,728.0,2,3,2.0,Attchd,Gd,Gd,184000,126.37
528220040,Gilbert,6,2005,8918,1490,745.0,2,3,2.0,Attchd,Gd,Gd,167800,112.62
528221060,Gilbert,6,2005,12589,1484,742.0,2,3,2.0,Attchd,Gd,Gd,174000,117.25
528221070,Gilbert,6,2005,11911,1560,684.0,2,3,2.0,BuiltIn,Gd,Gd,174000,111.54
528228290,Blmngtn,7,2007,3684,1555,1373.0,2,2,3.0,Attchd,Gd,Gd,174000,111.9
528228295,Blmngtn,7,2007,3635,1569,1386.0,2,1,3.0,Attchd,Gd,Gd,175900,112.11
528228435,Blmngtn,7,2005,3182,1555,1373.0,2,2,2.0,Attchd,Gd,Gd,192500,123.79
528228450,Blmngtn,7,2005,3182,1504,1346.0,2,1,2.0,Attchd,Gd,Gd,181000,120.35
528228455,Blmngtn,7,2005,3182,1220,1220.0,2,2,2.0,Attchd,Gd,Gd,180000,147.54
528228460,Blmngtn,7,2005,3182,1145,1145.0,2,2,2.0,Attchd,Gd,Gd,160200,139.91
528235010,Gilbert,7,2004,7795,1432,716.0,2,3,2.0,Attchd,Gd,Gd,188500,131.63
528235090,Gilbert,6,2002,8068,2267,1010.0,2,4,2.0,BuiltIn,Gd,Gd,200000,88.22
528235200,Gilbert,7,2004,9434,1374,384.0,2,3,2.0,BuiltIn,Gd,Gd,170000,123.73
528240030,Gilbert,7,2004,7984,1630,868.0,2,3,2.0,BuiltIn,Gd,Gd,189500,116.26
528240060,Gilbert,8,2002,7750,1419,408.0,2,3,2.0,BuiltIn,Gd,Gd,184100,129.74
528240150,Gilbert,7,2004,10125,1594,846.0,2,3,2.0,Attchd,Gd,Gd,195500,122.65
528250020,Gilbert,7,2003,8965,1489,782.0,2,3,2.0,Attchd,Gd,Gd,192000,128.95
528250040,Gilbert,7,2003,8174,1342,698.0,2,3,2.0,Attchd,Gd,Gd,178000,132.64
528253010,NridgHt,7,2007,5063,1314,1314.0,2,2,2.0,Attchd,Gd,Gd,207500,157.91
528275070,Gilbert,7,2000,8795,2256,952.0,2,4,2.0,BuiltIn,Gd,Gd,236000,104.61
528275160,Gilbert,8,2002,12891,2004,870.0,2,4,3.0,BuiltIn,Gd,Ex,257500,128.49
528280230,Gilbert,6,2000,12224,2054,992.0,2,3,2.0,BuiltIn,Gd,Gd,244000,118.79
528290030,Gilbert,7,2004,9734,1374,384.0,2,3,2.0,BuiltIn,Gd,Gd,167000,121.54
528290120,Gilbert,6,2000,8123,1800,982.0,2,3,2.0,Attchd,TA,Gd,179000,99.44
528290180,Gilbert,6,2000,8433,1514,794.0,2,3,2.0,Attchd,TA,Gd,190000,125.5
528290190,Gilbert,7,1999,7750,1430,384.0,2,3,2.0,BuiltIn,TA,Gd,156000,109.09
528292030,Gilbert,7,1999,15896,2312,1177.0,2,4,3.0,BuiltIn,Gd,Gd,245000,105.97
528292040,Gilbert,6,1999,24682,1675,841.0,2,3,2.0,BuiltIn,TA,Gd,181000,108.06
528292070,Gilbert,7,1999,8755,2060,992.0,2,3,2.0,BuiltIn,Gd,Gd,214000,103.88
528294050,Gilbert,7,1999,7848,1430,384.0,2,3,2.0,BuiltIn,TA,TA,168000,117.48
528315090,NoRidge,8,1999,9430,2365,1252.0,2,3,3.0,Attchd,Gd,Gd,337000,142.49
528321010,NoRidge,8,1995,15138,2794,1462.0,2,4,3.0,Attchd,Ex,Gd,403000,144.24
528327070,NoRidge,8,2000,12720,2687,1455.0,2,4,3.0,BuiltIn,Gd,Gd,327000,121.7
528344040,NoRidge,8,1998,16545,2450,1284.0,2,3,3.0,Attchd,Gd,Gd,340000,138.78
528344100,NoRidge,8,1998,12203,2612,1225.0,2,4,3.0,Attchd,Gd,Gd,336000,128.64
528354050,NoRidge,7,1996,10208,2344,1264.0,2,3,3.0,Attchd,Gd,Gd,265000,113.05
528363050,NoRidge,8,1994,10750,2063,2024.0,2,3,3.0,Attchd,Gd,Gd,315000,152.69
528365070,NoRidge,7,1993,9900,2646,1347.0,2,4,3.0,Attchd,,Gd,260000,98.26
528385050,NoRidge,7,1995,9085,2061,1070.0,2,3,2.0,Attchd,Gd,Gd,260000,126.15
528387030,NoRidge,8,1993,11692,2232,1173.0,2,3,2.0,Attchd,Gd,Gd,263550,118.08
528390100,NoRidge,8,1994,46589,2448,1629.0,2,4,3.0,Attchd,Gd,Gd,402000,164.22
528390210,NoRidge,7,1994,29959,1850,973.0,2,3,2.0,BuiltIn,Gd,Gd,248000,134.05
528427020,Somerst,8,2008,9612,1468,1468.0,2,3,3.0,Attchd,Gd,Gd,244600,166.62
528431020,Somerst,8,2008,11194,1696,1696.0,2,3,3.0,Attchd,Gd,Gd,275000,162.15
528431070,Somerst,8,2008,10206,1658,1614.0,2,3,3.0,Attchd,Gd,Gd,257500,155.31
528435030,Somerst,8,2008,9262,1578,1573.0,2,3,3.0,Attchd,Ex,Gd,287090,181.93
528435050,Somerst,8,2007,10130,1702,1702.0,2,3,3.0,Attchd,Gd,Gd,275500,161.87
528439060,Somerst,8,2006,9139,1432,1422.0,2,3,2.0,Attchd,Gd,Ex,245000,171.09
528441020,Somerst,7,2005,9675,1971,1113.0,2,3,2.0,Attchd,Gd,Gd,253000,128.36
528441090,Somerst,9,2005,11128,2490,2458.0,2,2,3.0,Attchd,Ex,Ex,468000,187.95
528456180,Somerst,7,2009,8640,1852,900.0,2,3,2.0,Attchd,Gd,Gd,252678,136.44
528456220,Somerst,8,2008,9000,1590,768.0,2,3,2.0,Attchd,Gd,Gd,210000,132.08
528456240,Somerst,6,2009,7862,1218,1218.0,2,2,2.0,Attchd,,Gd,208300,171.02
528458020,Somerst,7,2008,7993,1436,1436.0,2,3,2.0,Attchd,Gd,Ex,225000,156.69
528458040,Somerst,8,2009,8640,1314,1300.0,2,3,2.0,Attchd,Gd,Gd,229456,174.62
528458060,Somerst,7,2008,8640,1402,1402.0,2,3,2.0,Attchd,Gd,Gd,229800,163.91
528458140,Somerst,9,2007,12606,1530,1530.0,2,3,3.0,Attchd,Gd,Gd,250000,163.4
528458160,Somerst,9,2009,9187,1766,1766.0,2,2,3.0,Attchd,Ex,Ex,370878,210.01
528458180,Somerst,8,2006,7500,1448,1372.0,2,2,2.0,Attchd,Gd,Gd,238500,164.71
528477050,Somerst,10,2008,11003,2007,1017.0,2,3,3.0,Attchd,Ex,Ex,310000,154.46
528477070,Somerst,8,2006,10603,1795,900.0,2,3,3.0,Attchd,Gd,Ex,270000,150.42
528480040,Somerst,8,2005,10574,1953,1082.0,2,3,3.0,Attchd,Gd,Gd,252000,129.03
528480130,Somerst,7,2006,8125,1550,1092.0,2,2,2.0,Attchd,Gd,Gd,241000,155.48
528480170,Somerst,8,2008,8125,1836,1836.0,2,3,2.0,Attchd,Gd,Gd,264500,144.06
528482040,Somerst,7,2006,10625,1662,1652.0,2,3,3.0,Attchd,Ex,Gd,291000,175.09
528482130,Somerst,7,2003,9375,2094,912.0,2,4,2.0,BuiltIn,Gd,Gd,263000,125.6
528488100,Somerst,7,2004,7500,1221,1221.0,2,2,2.0,Attchd,Gd,Gd,185000,151.52
