customer_id,age,annual_income_k,tenure_months,monthly_orders,avg_basket_usd,discount_share,app_sessions_per_month,website_minutes_per_month,support_tickets_6m,returns_6m,days_since_last_order,delivery_distance_km,satisfaction_score,ad_exposure_score,account_balance_points,preferred_device,region,membership_tier,primary_category
100203,44.3,66.3,34.4,7.39,56.34,0.512,11,32.3,3,2,6.1,1.5,5,46.4,1608,tablet,West,plus,home
100204,47,108.7,49.5,2.5,89.66,0.055,7.7,,2,2,32.9,18,4.21,59.1,1715,mobile,Northeast,basic,home
100205,32.7,,9,2.51,51.57,0.273,30.2,84.5,4,3,8.2,9.2,5,60.7,1503,mobile,Northeast,premium,groceries
100206,26.4,107.8,29.3,3.49,59.54,0.396,20.2,94,3,3,10.5,9.9,,55.9,1441,desktop,West,basic,groceries
100207,48.9,82.2,33.4,1.12,88.38,0.205,11.5,97,0,0,0,10.9,5,53,2112,desktop,West,premium,home
100208,27.5,,32.2,8.85,56.41,0.405,16,,2,3,6.5,12.9,5,62.4,1778,mobile,Northeast,plus,groceries
100209,40.7,160,27.4,4.45,106.33,0.061,10.4,63.2,1,2,22.7,12.7,5,50.3,3151,desktop,Northeast,premium,groceries
100210,43.6,86.1,27.1,6.32,44.01,0.352,8.4,106,0,1,5.2,8.9,5,47.1,1596,mobile,Midwest,premium,groceries
100211,49.3,94.8,33.4,6.69,74.49,0.594,3.1,71.3,0,1,19,13.1,5,48.2,2342,mobile,Northeast,premium,home
100212,47.3,84.7,16.4,10.05,60.71,0.587,7.9,54.9,3,2,11.5,8.7,5,45.2,2245,mobile,South,basic,home
100213,47.6,107.2,23.5,6.99,81.4,0.034,4.8,102.5,2,1,21.9,15.2,4.94,49.6,2167,,Midwest,premium,groceries
100214,35.5,98.1,26.2,9.87,60.9,0.345,2.1,41.5,2,1,0,18.4,5,40.7,1800,tablet,South,basic,groceries
100215,46.1,47.3,18.6,5.27,40.78,0.611,4.8,52.2,1,1,6.6,6.1,,63.9,1182,mobile,West,basic,groceries
100216,48.9,97.3,18.4,8.99,68.51,0.27,13.7,16.9,2,2,6.6,6.3,5,50.9,2181,mobile,West,basic,electronics
100217,48.5,98.4,24.5,5.69,53.92,0.28,5.3,48.8,1,3,11.1,4.8,5,51.2,1985,desktop,West,plus,
100218,49.5,112.6,36.5,5.18,65.4,0.72,9.8,46.5,2,1,0,11.9,5,57.8,1876,desktop,South,plus,groceries
100219,18,57.9,32.9,5.32,96.44,0.202,8.5,49.5,2,1,15.1,8.1,5,52.8,1939,mobile,Northeast,plus,beauty
100220,43.8,36.3,11.2,8.34,16.89,0.718,10.3,25.6,4,3,2,7.8,5,59.2,1297,desktop,Northeast,basic,home
100221,49.6,88,49.9,5.63,112.02,0.186,9.3,80.8,0,0,11.1,8.3,5,52.3,2769,mobile,Midwest,premium,home
100222,25.4,104.3,7.9,5.47,77.93,0.226,27.7,94.7,4,1,42.1,5.3,5,46.3,2034,mobile,South,basic,beauty
100223,51.7,99.7,41.4,7.97,67.15,0.485,10.4,23.1,3,2,2.4,10.4,5,47.8,2055,desktop,South,basic,groceries
100224,41.8,49,22,2.51,33.76,0.662,8.1,56.7,2,0,9.4,5.2,,49.6,1129,desktop,South,basic,
100225,18,62.1,23.3,4.59,70.02,0.208,21.1,88.4,4,2,53.2,9.5,4.72,60.4,1976,tablet,West,basic,beauty
100226,43.5,79.7,32.1,8.88,88.79,0.385,10.8,41.9,2,2,4.3,6.8,5,43.2,2697,desktop,South,plus,
100227,45.7,41.5,34.3,10.08,62.81,0.496,10.2,24.2,1,2,2.3,6,5,42.2,2141,desktop,West,basic,groceries
100228,47.3,73.5,44.8,7.84,86.87,0.232,13.3,37.9,1,2,4.6,13.9,4.82,53.2,2260,mobile,South,basic,groceries
100229,35,,10.9,4.75,95.01,0.314,7.1,90.8,5,4,19.9,5.1,4.04,53.4,2508,mobile,South,basic,home
100230,33.3,79.3,35.9,8.1,28.72,0.552,9.5,,1,2,5.6,22.3,,32.6,1399,mobile,Midwest,plus,home
100231,38.2,59.8,45.3,8.58,72.82,0.561,8.4,32.8,1,1,3.5,13.2,5,53.1,1971,desktop,South,basic,groceries
100232,35.2,56.5,37.6,7.31,34.28,0.832,8.9,20.5,1,0,9.4,4.7,5,53,1768,mobile,Midwest,basic,home
100233,39.8,64.8,56.7,7.54,60.32,0.461,10.4,42.1,4,5,0.8,2.9,,58.5,2186,desktop,West,plus,home
100234,34.2,72.3,31.7,6.74,68.44,0.349,8.8,32.9,6,2,12.7,12.4,5,44.2,2174,mobile,Midwest,basic,electronics
100235,41,52.2,20.5,4.69,36.78,0.516,23.5,77,0,2,18.5,7.7,5,65.7,1296,desktop,West,plus,groceries
100236,42.9,60.4,1,4.17,41.44,0.422,9.6,28.5,1,3,3,5.7,5,50.2,1595,desktop,South,basic,groceries
100237,43.3,98.9,10,3.53,49.62,0.58,19.7,85.4,3,0,13,12,5,51,1679,mobile,Northeast,basic,groceries
100238,25.6,94.2,15.6,8.07,83.44,0.439,10.1,76.1,4,3,7.5,16.5,,59.1,2088,desktop,Northeast,basic,beauty
100239,36,83.2,22.5,4.35,46.21,0.484,8.7,69.5,1,2,22.6,13.3,5,48.6,1411,desktop,West,plus,groceries
100240,19.7,67.5,19,3.42,27.37,0.609,15.4,53.4,0,1,11.6,0.2,5,59.8,1221,desktop,West,basic,home
100241,35.3,,28,4.74,34.11,0.45,18.8,17.2,0,2,5.4,10.1,5,36.1,1607,,Midwest,basic,
100242,47.4,107.3,44.1,4.36,94,0.352,3.8,,2,2,41.5,9.4,5,56.8,2474,mobile,West,premium,electronics
100243,44,46.2,9,7.36,35.74,0.447,10.3,21.8,2,0,11.1,6.4,5,46.3,1769,desktop,Midwest,basic,home
100244,52.3,56.1,22.7,8.24,30.51,0.724,5.6,51,3,2,6.5,9,5,50.3,1895,desktop,West,basic,groceries
100245,27.7,,1,8.12,48.48,0.283,10.8,64.9,2,2,13.4,12.5,5,43.8,1738,mobile,South,basic,groceries
100246,40.7,96,39.4,8,112.93,0.113,2.4,,2,1,28.4,9.9,5,54.3,3165,mobile,South,premium,groceries
100247,43,,1,7.45,75.09,0.83,11.5,41.7,0,2,9,2.4,4.85,51.1,1923,desktop,Northeast,plus,groceries
100248,46.5,164.2,45.3,2.89,121.31,0.193,7.5,79.8,2,2,25.9,8.1,5,57.1,2344,desktop,Midwest,plus,electronics
100249,22.2,,20.1,9.54,22.07,0.717,4.3,71.6,0,0,6.5,5.2,5,59.5,1469,mobile,Northeast,basic,groceries
100250,28,42.1,22.4,3.54,40.93,0.704,12.9,61,1,1,31,6.2,5,62.4,1173,tablet,South,basic,electronics
100251,38.2,125.3,46.5,7.44,74.67,0.16,6.6,116.7,1,3,3.3,8.6,5,55.2,1554,tablet,Midwest,plus,electronics
100252,24.3,76.6,32,1.83,64.09,0.236,20.4,71.4,4,5,26.4,7.6,3.8,44.7,1818,mobile,Northeast,premium,groceries
100253,50.8,56.4,38,2.08,112.57,0.075,3.3,85.1,2,0,16.6,7.5,5,48,2500,mobile,Northeast,premium,home
100254,31.5,74.5,28.8,2.69,129.09,0.278,9.4,49.6,2,0,24.8,15.2,4.16,52.4,3093,mobile,West,premium,
100255,26.5,89.3,1.5,2.95,117.59,0.25,12.8,95,4,3,50.8,13.5,4.44,57.9,2491,tablet,Northeast,basic,
100256,52.7,68.7,47.7,10.05,78.2,0.411,6.3,50.9,1,1,0,17.3,5,62.4,2275,mobile,South,plus,home
100257,39.1,110.8,60.4,6.92,91.15,0.037,13.1,,1,1,8.4,6,5,65.8,2532,mobile,West,premium,groceries
100258,42.2,41.4,13,7.81,25.27,0.476,9.4,28.4,1,1,0.9,5,5,48.1,1281,desktop,Northeast,basic,groceries
100259,41.1,67.1,42.4,7.69,62.8,0.501,11.9,40.4,7,4,15.3,14.9,5,55.4,2311,mobile,Midwest,premium,electronics
100260,34.1,76.3,24.7,9.22,68.26,0.382,6.7,70.7,2,3,3.5,9.2,,50.6,1978,mobile,West,plus,groceries
100261,41.5,123.4,31.9,4.45,133.51,0.321,0.1,,0,2,20.1,11.5,5,56.2,3404,mobile,Northeast,premium,
100262,30.3,85.7,30.5,11.32,61.7,0.484,9.2,43.1,2,2,9.9,10.3,5,34,2315,tablet,Midwest,plus,groceries
100263,34.3,57,19.3,3.54,32.85,0.596,14.9,71.1,2,1,6.5,6.1,5,47.3,1438,desktop,West,plus,home
100264,31.3,53.1,37.9,5.31,28.46,0.584,13,92,2,0,10,10.3,5,43.5,1170,tablet,Northeast,basic,beauty
100265,62.3,83.5,82.6,5.91,64.62,0.126,8.3,58.2,1,1,25.4,10.4,5,46.3,1862,mobile,Northeast,plus,
100266,23,73.3,22,0.3,62.68,0.294,25.3,127.8,4,2,13.2,15.6,3.58,60.5,1662,mobile,Northeast,plus,groceries
100267,49.3,76.9,57.9,7.42,74.4,0.561,14.6,38.5,0,2,11.1,5.4,5,59,1884,desktop,Midwest,basic,home
100268,55.1,,28.3,8.46,72.19,0.364,7.7,62,0,2,9.5,16.7,5,52.6,2163,desktop,Midwest,basic,electronics
100269,44,97.9,17.3,6.43,68.02,0.107,7,56.8,1,3,16.6,7.8,5,40.2,2281,desktop,Midwest,premium,groceries
100270,42,72.9,20.7,10.86,62.17,0.275,6.8,17.1,1,1,8.2,17.8,5,47.1,2118,mobile,South,plus,groceries
100271,55.9,74.8,36.2,6,85.93,0.322,8.1,55.7,2,1,16.7,16.6,5,68.4,2181,mobile,West,basic,
100272,33.6,134.1,14.6,2.76,76.74,0.304,4.9,,1,1,0.9,8.8,5,57,1844,mobile,West,basic,groceries
100273,38.9,71.5,40.2,5.95,66.99,0.556,13.5,86.7,3,3,17.2,5.6,,56,2252,desktop,Midwest,premium,groceries
100274,33.5,62.6,7.3,3.06,91.28,0.262,18.3,105.4,2,3,37.6,14.3,4.29,52,2014,mobile,West,plus,electronics
100275,49.1,90.7,42.5,3.18,115.91,0.002,8.5,43.2,0,2,16.8,16.7,4.43,30.9,2235,mobile,South,plus,groceries
100276,41.4,69.2,15.8,5.37,74.74,0.488,15.9,69.8,4,6,34.8,7.7,3.83,61.6,1962,mobile,Northeast,plus,home
100277,51.8,86.4,38.8,7.26,23.47,0.53,13.2,37.9,2,0,12.4,6.3,5,33.2,1331,desktop,South,basic,beauty
100278,24.2,71.4,40.1,5.95,29.2,0.73,11.2,75.8,1,1,14.1,5.7,5,58.8,1606,,West,basic,groceries
100279,21,59.9,22.7,5.58,25.54,0.566,12.5,,0,1,6.5,5,5,41.6,1646,mobile,Midwest,premium,beauty
100280,20.2,103.6,11.7,2.35,90.23,0.28,21.3,75.2,1,1,14.2,6.8,,64.1,2151,mobile,West,premium,groceries
100281,47.2,109.5,41.7,5.17,105.41,0.273,4.3,91.8,1,1,0.7,9.2,5,52.2,2346,mobile,West,plus,groceries
100282,39.8,,9.5,3.69,32.71,0.617,10.7,51.6,2,2,21.2,8.8,4.5,56.2,1174,desktop,South,basic,groceries
100283,39.2,75.9,38.9,4.66,31.28,0.662,10.2,44.5,1,1,21.8,4,4.71,61.4,860,desktop,South,basic,groceries
100284,37.2,64.6,14.5,4.78,28.83,0.329,10.8,96.2,0,0,13.1,12.1,5,70.3,663,tablet,Northeast,plus,groceries
100285,38.5,111.6,50.4,1.78,84.64,0.006,11.4,74.1,1,2,19.4,15.3,4.18,43.1,1566,desktop,Northeast,plus,home
100286,46.5,54.4,29.3,7.2,56.21,0.541,9.4,32.3,5,4,1.9,12.5,5,57.1,1934,mobile,South,plus,
100287,39.4,,5,11.02,50.74,0.461,7.2,60.3,2,2,16.9,17.5,5,58.4,2294,mobile,South,premium,home
100288,37.8,66.5,20.8,3.87,106.21,0.229,13.5,53.5,1,2,10.5,14.5,3.65,48.8,2695,desktop,South,premium,electronics
100289,44.7,88.4,25.9,3.59,29.63,0.433,13.3,36.1,1,2,23.5,7.9,4.64,61.3,866,mobile,South,basic,
100290,42.8,90.6,29.3,3.42,78.89,0.213,7.9,104.3,2,3,19,16.2,,64.1,1958,mobile,Midwest,premium,home
100291,42.9,60.6,18.1,5.34,16.09,0.332,5,,4,1,14.2,10.4,5,57.3,1007,mobile,West,basic,beauty
100292,56.4,104.6,46.9,4.55,133.85,0.032,8.8,69.8,3,3,14.8,7.7,5,55.3,3228,mobile,West,premium,electronics
100293,56.5,64.6,48.3,7.16,27.85,0.497,5.2,55.4,3,1,5.7,10.4,5,48.8,1347,desktop,Midwest,premium,groceries
100294,46.2,46.9,39.6,6.45,51.72,0.479,10.8,32.9,0,2,1.8,4.2,5,74.2,1423,mobile,South,plus,groceries
100295,47,110,35.7,6.31,102.6,0.207,11.2,,2,3,14,8.7,5,49.4,2622,mobile,Northeast,premium,groceries
100296,27.6,56.5,10.7,3.04,41.89,0.823,2.5,28.6,0,2,14,3.8,4.88,47.2,1339,desktop,South,plus,groceries
100297,50.5,,29.5,4.17,28.8,0.592,12.3,66.6,1,0,8.4,3.3,,61.3,1352,desktop,South,basic,groceries
100298,42.9,82.3,40.3,6.39,112.45,0.278,8.5,62.6,0,1,22,6.1,5,46.9,2756,mobile,West,premium,home
100299,42.1,103,14.4,2.32,92.55,0.345,12.8,48.8,0,2,18,10.6,4.44,56.5,2580,mobile,Northeast,premium,electronics
100300,26.4,145.9,21.8,6.14,76.68,0.134,5.2,76.6,2,3,26.4,10.6,5,58.8,2614,mobile,Northeast,plus,electronics
100301,37.1,95.1,21.7,2.73,61.61,0.049,29.2,125.4,3,1,0,6.2,5,67.2,1329,,South,basic,beauty
100302,21.8,67.4,1,5.47,35.04,0.639,11.9,47.1,2,0,0,9.4,5,40.6,1379,desktop,Northeast,premium,groceries
100303,44.9,136.8,34.7,5.03,89.06,0,16.1,58.6,1,4,7.1,7.1,,50.2,2182,mobile,Northeast,premium,home
100304,28.7,77,14.7,4.13,28.94,0.612,15.8,,5,0,20.5,12.8,4.96,76.8,1147,desktop,West,plus,beauty
100305,60.3,111.6,4,4.64,109.06,0.127,7.8,52.2,3,2,28.5,11.3,,48.8,2489,desktop,Northeast,plus,home
100306,44.7,42,21.4,6.09,26.8,0.681,12,,2,1,16.2,5.3,4.75,55.2,1325,mobile,Midwest,plus,groceries
100307,49.4,83.1,37.5,6.41,62.25,0.48,10.4,68.9,2,2,13.2,12.5,5,56,1868,mobile,Northeast,premium,
100308,27.1,59.3,38.1,2.28,27.82,0.63,10.7,55.3,2,0,7,6.5,4.79,49.7,743,desktop,West,basic,groceries
100309,43.9,,41.3,6.26,113.18,0.2,7.9,56.7,2,3,38,15.9,5,55.8,3435,mobile,Northeast,premium,
100310,55.1,33.6,19.6,4.16,21.52,0.784,11.5,55.9,1,1,12.4,5.7,4.53,49.6,1002,mobile,Midwest,basic,beauty
100311,43.1,85.3,40.4,4.57,107.42,0.136,11.4,36.6,2,0,22.6,14.9,5,50.5,2265,mobile,South,premium,groceries
100312,46.4,96,66.5,5.3,101.87,0.234,9.9,66.2,2,1,7.5,9.1,5,57.7,2475,mobile,West,basic,home
100313,33.1,105.1,25.1,7.26,60.19,0.404,15.3,52.5,2,1,2,6.8,,46.2,1931,desktop,Midwest,premium,home
100314,32.8,25.8,24.3,5.38,33.51,0.734,12.6,38.7,1,1,8.3,12.9,5,52.4,1412,mobile,West,plus,groceries
100315,48.6,42.4,25,6.21,16.7,0.619,5.9,48.3,4,3,0.6,2.8,4.9,56.5,832,desktop,Midwest,basic,electronics
100316,46.5,101.4,32.4,5.55,91.97,0.188,6.4,69.3,2,0,19,8.6,5,53.4,2352,desktop,Northeast,premium,home
100317,36.5,73.9,42.8,3.36,66.57,0.386,7.9,28.7,1,2,13.1,21.3,2.71,39.4,1473,tablet,South,basic,
100318,32.2,112.7,26.5,4.29,102.91,0.211,7.9,32.7,3,1,10.5,14.9,5,53.2,2602,mobile,West,premium,groceries
100319,36,83.1,25.9,5.98,71.74,0.217,13,48.9,3,3,16.5,9.8,5,62.3,2327,mobile,South,basic,home
100320,42.9,65.5,19,4.64,41.98,0.589,5.1,41.6,2,3,14.9,11.3,4.96,62.1,1463,,West,basic,groceries
100321,35.9,54.8,23.8,5.85,23.32,0.742,3.1,50.5,3,2,13.7,2.7,,56.4,838,desktop,South,basic,beauty
100322,42.2,88.4,14.3,6.45,51.72,0.479,10.8,32.9,0,2,1.8,4.2,4.65,51.9,1556,desktop,South,plus,electronics
100323,43.2,116.5,35.7,2.09,88.31,0.29,9.2,35.2,1,2,13.1,8.4,4.46,56.4,2155,mobile,Midwest,premium,home
100324,32.9,114.3,1.1,3.02,59.29,0.341,17.5,60.1,1,1,29.7,10.2,5,46.8,1499,mobile,Northeast,basic,home
100325,43.1,114.8,26.3,9.66,51.31,0.499,9.3,42.9,3,4,16.2,9.5,,31.4,1910,mobile,Midwest,plus,home
100326,42.5,71.1,31.7,8.36,60.24,0.565,13.9,27.5,3,0,0,14.9,5,52.6,1946,mobile,South,plus,home
100327,45.6,119.7,21.5,4.28,88.87,0.174,9.2,76.2,1,0,14.7,14.1,5,59.3,1918,mobile,West,plus,home
100328,31.1,100.7,38.4,3.7,126.74,0.194,1.9,73.4,0,1,18.4,20.8,3.54,44.9,2743,mobile,Northeast,premium,groceries
100329,44.9,111.2,35.2,3.99,147.77,0.116,7.7,33.4,2,3,20.1,11.1,5,49.7,2731,mobile,Northeast,plus,home
100330,31.4,56.1,37.7,5.23,118.21,0.008,0.8,,0,1,16.5,15.8,,48.5,2308,desktop,Northeast,plus,home
100331,49.8,84.4,42.5,4.04,80.96,0.177,6.6,72.9,1,1,4,5.6,5,52.6,1784,mobile,South,plus,electronics
100332,48.8,,39.5,12.7,67.25,0.341,14.2,26.4,0,1,5.5,16.7,5,60.6,2477,desktop,Midwest,plus,beauty
100333,56.3,95.8,32.5,4.58,85.39,0.099,16.6,98.9,1,1,12.4,6.2,4.86,56.6,2268,desktop,Northeast,premium,groceries
100334,50.7,,50.2,3.74,90.65,0.225,5.3,74.7,1,0,16.5,15.4,5,57.7,2682,mobile,West,premium,home
100335,42.1,88.2,31.9,5.34,92.31,0.139,4.6,83.6,1,0,14.6,6.4,5,46.6,2364,tablet,West,plus,beauty
100336,36.4,57.6,9.2,6.88,50.09,0.489,6,22.2,0,1,9,4.5,5,54.1,1654,desktop,South,plus,home
100337,51.4,40.2,28.8,1.05,20.54,0.784,4.2,11.7,1,0,0,9.3,4.26,50.1,767,mobile,West,plus,groceries
100338,49.1,51,24.6,8.07,89.47,0.287,14.4,33.9,0,2,14.9,11.8,5,66.7,2587,tablet,Midwest,premium,electronics
100339,47.9,81.5,16.7,3.59,19.04,0.45,8.9,66.5,3,0,17.9,11.1,5,57.2,865,desktop,South,plus,beauty
100340,37.7,91.3,18.7,4.25,114.23,0.015,14.5,64.9,1,1,13.5,13.1,,46.2,2483,desktop,Midwest,premium,home
100341,38.4,73.1,4.6,5.3,42.13,0.741,11.8,69.5,3,1,20.1,8.4,4.98,53.1,2733,mobile,Midwest,plus,home
100342,31.8,78.9,19.1,4.07,64.19,0.169,6.9,52.7,2,0,14,15.7,4.5,57.4,1625,desktop,West,basic,home
100343,41.9,89.9,28.6,4.22,115.16,0.325,11.8,113.4,0,0,21.5,4,5,50.2,2860,desktop,West,premium,
100344,34.8,70.6,12.8,4.23,50.59,0.149,13.1,69.2,6,3,26.4,15.1,3.6,44,1418,mobile,Northeast,basic,electronics
100345,51,98.2,40.7,9.02,63.61,0.296,18.2,49.5,2,3,1.9,9,5,46.9,1994,mobile,Midwest,plus,electronics
100346,37.1,81.5,15.9,2.93,49.54,0.138,18.5,60,2,7,37.2,6.3,4.18,40.4,1573,mobile,South,plus,electronics
100347,44.7,77.3,41.1,3.01,78.47,0.147,9.1,50.4,1,3,0,13.6,,43.2,1667,mobile,West,plus,electronics
100348,34.9,118.8,19.2,4.19,88.22,0.167,9.2,43.4,0,1,19.2,19.2,4.88,44.7,2366,mobile,Midwest,plus,beauty
100349,34.8,71.4,25.7,7.93,26.99,0.676,12.7,55.6,2,1,7.6,15.8,5,43.8,1381,mobile,South,basic,groceries
100350,35.8,61.6,14.9,5.55,83.55,0.155,23.4,129.2,3,5,14.2,1.8,5,55.3,2168,mobile,Midwest,basic,groceries
100351,48.8,97.1,22.3,7.17,59.2,0.333,5.2,20.2,2,2,11.4,15.2,5,54.7,1567,mobile,South,basic,home
100352,33.6,64.5,36.2,10.27,36.52,0.445,7.4,34.6,0,2,4,6.6,5,56,1786,desktop,Midwest,basic,electronics
100353,43.9,64.5,18.1,8.32,23.88,0.591,7.7,94.6,3,3,3.5,3.7,5,43.6,1253,mobile,Midwest,plus,
100354,18,76.3,35.8,7.15,19.78,0.797,21.3,62.8,0,1,0,11.2,5,48,1063,mobile,South,basic,groceries
100355,26.6,119.6,26.3,4.1,101.33,0.098,2.8,28.6,0,2,8.6,13.6,4.09,43.6,2544,tablet,South,plus,electronics
100356,45,62.4,29,4.2,99.28,0.225,8.1,21.3,2,2,14.9,4.4,4.51,48.7,2741,mobile,Midwest,premium,home
100357,44.9,,1.9,4.94,41.96,0.517,18,,0,0,18.1,8,4.85,45.1,1527,mobile,Northeast,basic,groceries
100358,22.4,63.7,17.9,2.08,29.12,0.783,14.8,,0,0,15.8,10.4,4.66,53.6,991,mobile,West,basic,home
100359,55.4,117.8,28.5,5.03,122.68,0.177,13.5,75.5,0,0,11.4,16.5,5,52.9,3030,desktop,Northeast,basic,groceries
100360,59.3,48.1,20,8.39,43.97,0.767,9.9,53.5,1,2,2.5,5,5,49.8,1691,mobile,West,basic,groceries
100361,32.3,37,23.9,3.64,21.6,0.586,10.8,49.8,1,1,20.4,10.1,4.08,47.7,902,mobile,Northeast,premium,home
100362,36.9,72.5,28.1,8.54,69.47,0.105,11.2,51.4,1,4,6.1,9.2,5,47.1,2003,desktop,South,basic,
100363,32.1,66.1,35,7.76,52.69,0.464,12,36.9,4,3,0,15.2,4.96,48.9,2141,mobile,South,premium,electronics
100364,29.1,89.4,31.7,7.41,70.71,0.276,2.7,,6,4,13.9,18,4.9,53,2158,desktop,Northeast,premium,electronics
100365,45.3,56.2,40.8,8.52,48.35,0.597,8.1,43.9,1,2,3.5,4.1,5,65,1985,mobile,South,basic,electronics
100366,23.7,77.1,4.7,3.5,65.64,0.258,27.6,62.7,4,3,29.9,11.1,5,55.5,1668,mobile,Midwest,premium,groceries
100367,32.6,70.5,29,6.02,45.61,0.312,15.2,53,4,3,9.9,15.9,,49.2,1765,mobile,Northeast,basic,electronics
100368,54,56.1,47.5,6.6,34.53,0.726,8.9,64.1,3,0,5.8,8.7,5,47.3,1622,mobile,Midwest,plus,groceries
100369,48.3,,30.8,4.88,34.74,0.672,18.3,66.3,2,3,6.9,12.2,,42.7,1027,mobile,South,basic,home
100370,32.7,,9.5,4.88,31.74,0.637,15.5,59.5,1,1,3.5,9.3,5,66.4,1098,mobile,West,basic,groceries
100371,32.9,,7.6,3.22,19.98,0.566,2.6,28.4,0,1,21.7,0.2,5,48.3,885,mobile,West,basic,groceries
100372,25.8,,5.3,7.54,25.48,0.531,15.6,,0,0,17.4,4,5,60.7,1458,mobile,West,plus,groceries
100373,57.8,48.2,26.8,3.72,68.93,0.281,3.5,44.9,1,2,18.8,12.3,4.99,38.8,1858,mobile,South,premium,beauty
100374,28.6,75.2,10.1,3.37,34.92,0.149,11.3,127.7,5,3,28.5,8.9,,45.9,1068,tablet,West,basic,beauty
100375,38.2,70.9,32.3,6.63,23.69,0.703,4,,2,2,20.1,6.4,4.73,59.5,1125,tablet,West,plus,groceries
100376,35.6,98.1,30.1,4.91,82.68,0.221,12.5,71.6,0,1,0,9.2,5,40.8,1947,mobile,Midwest,premium,home
100377,39.1,81.4,17.8,9.08,57.43,0.408,17.9,56.5,2,3,0,1.1,5,50.3,1890,mobile,South,basic,home
100378,38.7,105.5,19.7,1.83,117.32,0.027,3.3,72.7,0,0,17,8.1,5,63,2748,mobile,South,plus,beauty
100379,47.8,85.8,47.6,9.15,66.89,0.374,8.4,65.2,1,0,5.6,12.7,5,67.4,2008,tablet,Northeast,plus,home
100380,47.6,64.5,27.5,6.54,39.35,0.508,0.2,67.8,3,0,7.9,7,5,51.2,1431,mobile,South,basic,home
100381,44.3,96.2,8,9.26,74.58,0.306,12.8,57.2,1,3,8.2,8.5,5,55,2173,desktop,South,basic,electronics
100382,39.6,80.9,78.6,5.43,90.94,0.143,14.8,88.2,1,2,14,7.2,5,54.6,2186,mobile,Midwest,basic,electronics
100383,26.4,89.4,10.1,3.87,68.4,0.277,9.7,131.7,4,3,18.7,5.2,,63.8,1678,tablet,Midwest,plus,groceries
100384,19.5,127.8,24.2,3.7,86.25,0.369,15.2,100.1,1,2,15.1,8.1,4.86,54.1,2319,tablet,South,basic,groceries
100385,39.9,80.1,32.5,11.14,43.06,0.61,11,13.4,0,1,16,12,5,51.3,1767,desktop,Midwest,plus,groceries
100386,44.6,65.4,41,5.46,58.68,0.432,10.6,39.8,2,1,19.8,9.9,5,52.8,1839,desktop,South,basic,
100387,40,86.2,24.3,2.59,96.53,0.331,29.2,54.7,5,3,23.5,1.8,4.4,62.7,2090,mobile,West,basic,beauty
100388,50.8,81,31.4,8.7,71.73,0.641,11.3,52.1,2,6,5.6,2.3,5,62.4,2071,mobile,South,plus,groceries
100389,29.1,63,10.7,2,76.07,0.467,16,,3,5,36.3,12.9,,37.6,1687,mobile,Midwest,plus,groceries
100390,51.8,73.1,33.2,6.7,32.16,0.761,13,81.5,0,2,9.3,12.3,5,54,983,mobile,Northeast,basic,electronics
100391,32.2,79.7,6.8,9.03,74.08,0.227,8.5,36.2,1,1,1.6,11.9,,49.8,2425,mobile,West,premium,home
100392,34.3,,62.2,6.18,131.53,0.051,2.7,76.8,0,1,17.2,6.7,5,53,3137,tablet,Northeast,premium,electronics
100393,43.5,88.6,21.8,5.45,77.9,0.253,6.4,,2,0,16.1,7.4,,41.6,1804,mobile,Midwest,premium,home
100394,42.3,99.1,48.7,3.93,104.45,0.153,11.9,71.8,3,0,3,12.5,3.52,43.7,2816,desktop,Midwest,premium,beauty
100395,32.4,85.1,11.5,6.38,31.97,0.385,17.5,54.2,2,2,12.4,4.4,4.87,58.7,1407,,Northeast,basic,home
100396,30,53.3,25.6,5.18,25.89,0.509,11.9,,2,1,18.6,7.9,4.43,52.9,1372,mobile,Midwest,basic,beauty
100397,31.2,43.3,27.8,8.15,23.01,0.706,15.2,50.4,2,0,12.7,8.9,4.9,63.1,1529,mobile,Midwest,basic,groceries
100398,54.3,120,22.4,5.95,94.69,0.234,3.7,65.4,2,3,9.8,10,5,36.8,2524,mobile,Northeast,premium,home
100399,40.3,68.2,44.7,9.96,88.14,0.365,13.1,,2,4,5.7,14.2,5,46.8,2625,desktop,Northeast,premium,electronics
100400,38,76.8,16.2,4.83,43.32,0.527,6.6,65.5,0,1,16.5,12.8,5,41.3,1390,desktop,Midwest,plus,beauty
100401,27.9,73.1,14,5.11,111.34,0.34,19.8,83.7,3,4,25.3,19.6,3.53,53.7,2488,mobile,West,basic,
100402,34.6,,20.7,10.44,50.16,0.315,5,54.5,2,4,10.5,16.2,5,48.7,1913,desktop,South,plus,groceries
100403,38.9,105.4,26.5,8.33,80.23,0.533,14.3,51.3,0,2,8.7,9.5,5,54.7,2492,desktop,Northeast,plus,groceries
100404,24.7,56.5,5.6,6.63,32.9,0.468,8.3,40.3,1,2,20.3,10.1,5,49.6,2040,tablet,South,basic,groceries
100405,38,70,28.2,5.38,49.33,0.321,16.5,101.7,4,3,14.4,6.3,,56.8,1742,mobile,Northeast,basic,groceries
100406,45.8,64.2,22.4,4.78,26.62,0.705,7,97.4,2,0,27.9,8.9,,64.8,1567,desktop,West,premium,home
100407,43.8,77.2,8.7,5.67,51.75,0.386,10.7,42.3,0,2,6.7,9.6,5,48,1367,desktop,South,basic,groceries
