risk_signal,process_temp,pressure_variation,vibration_index,operator_experience,humidity,shift_load,raw_material_score,sensor_drift,maintenance_gap_days,ambient_temp,weak_proxy,random_id_hash,machine_type,supplier_tier,shift,region,target
-0.1466,0.5436,0.8084,-0.778,0.6117,55.06,0.4571,-0.9512,0.3951,18.51,67.95,0.3138,8721,D,standard,swing,west,0
0.0132,-0.26,-1.1357,0.6169,0.669,35.82,2.3248,-1.4955,-0.1266,23.63,67.09,0.0194,4079,C,premium,night,south,1
1.3035,-0.9254,0.8767,0.3011,,37.63,-0.1145,0.4981,1.4404,2.59,71.06,-0.1876,2029,C,standard,day,south,0
0.8106,1.0561,-2.8294,0.1584,2.7349,49.68,-0.5333,0.2054,0.5398,13.27,70.98,-1.8646,2157,D,standard,night,south,0
-2.1782,0.8481,2.0545,0.1845,2.1211,49.1,0.12,0.4364,-0.6034,33.36,79.66,-0.2535,8338,D,standard,night,east,1
-0.8236,1.3592,,-0.6768,5.2678,13.46,-0.8937,0.1323,-1.2639,19.21,56.11,0.1773,8015,A,standard,day,east,0
-0.8156,-0.7665,-1.2101,0.5337,3.9188,89.52,0.3125,-0.7808,0.4328,21.44,69.47,2.6921,9487,C,standard,swing,north,1
0.7834,1.2609,-0.1471,-0.3099,3.7501,,0.0865,-0.6338,0.9338,12.08,67.63,-0.7633,3862,A,standard,night,east,1
0.9388,-0.0663,0.5373,0.1137,1.3445,55.3,0.2627,-0.2669,-0.6927,15.88,67.24,-0.802,6445,A,standard,swing,south,1
-2.2024,-0.2415,-0.2079,1.7385,,68.51,0.6102,0.4786,-2.2673,10.32,75.42,-0.6982,8157,A,standard,swing,south,0
-0.7728,0.6656,0.3599,-1.0271,7.5595,57.63,-0.1096,-0.7989,-0.2536,20.4,71.19,-0.2637,1513,A,standard,night,south,0
1.8506,-1.8852,1.3311,-0.7212,9.714,47.78,1.1553,-0.4691,0.8414,39.69,69.75,-1.6016,2155,D,standard,day,north,0
-0.3618,1.4259,-1.0198,-1.2234,8.0905,58.9,-0.1478,-0.0625,-0.8706,31.39,61.87,0.8697,2441,B,,swing,west,0
2.2034,-0.684,-0.8175,0.8603,8.609,16.61,-1.0961,-0.6961,1.2379,10.82,46.62,-0.4269,1087,D,premium,swing,west,1
-1.1792,,1.302,-0.3892,8.3601,50.72,-1.0667,-2.0905,0.3513,14.5,56.73,-1.7579,7793,B,economy,day,north,1
-0.0836,-0.3637,-1.2405,0.7878,7.0357,40.19,-0.3857,0.5963,-1.0622,16.87,77.05,1.1076,1126,A,standard,day,north,0
0.0058,2.2057,1.5716,0.7338,5.3662,81.88,0.5042,-0.4497,-0.3827,23.03,78.41,0.0468,8702,B,economy,night,north,1
0.7392,-1.7404,1.1965,-1.8349,8.1849,45.32,-1.0604,1.3593,1.2641,11.64,68.13,0.7361,4337,A,,day,south,1
-0.4735,-0.2655,-0.9022,-0.5647,,,-0.551,1.4958,-0.15,35.15,51.1,0.4386,1473,D,standard,day,west,0
-0.0154,,-0.3551,-1.9755,3.727,24.88,-0.3557,-0.291,-0.9414,3.08,58.13,-0.7076,8015,B,premium,swing,east,0
-0.2565,-0.279,-1.546,-1.0215,6.8318,66.51,-0.3922,0.5338,-0.0181,19.47,77.87,0.4047,4880,D,,swing,north,0
1.8033,-1.3423,-0.5622,-1.7663,1.6116,37.31,-0.5172,1.0846,-0.2772,13.7,64.18,1.3014,7838,B,economy,day,west,0
-0.9141,0.8589,1.0697,-0.7714,8.9299,,-0.28,-0.2954,,33.83,58.88,1.6717,2242,C,premium,swing,south,0
0.4768,-0.0173,-0.8632,-0.597,6.0457,49.11,-1.0203,-0.8228,-0.3616,20.55,64.73,2.1508,4285,B,standard,night,west,0
0.8478,-1.1271,,-1.1233,6.3322,54.0,3.1853,1.314,-1.1841,11.02,53.35,-1.2573,2911,B,economy,swing,south,0
-0.251,-0.277,-1.3467,0.413,6.3578,47.0,2.0117,-0.6824,1.0914,12.64,56.15,-0.786,8925,D,standard,day,west,0
-0.3289,-0.9723,0.3224,1.0927,8.5583,85.82,-0.8684,1.6339,,19.32,59.01,-0.3934,1388,C,economy,swing,west,1
-0.5173,-0.6139,1.6925,-1.8017,2.1272,15.45,1.0491,-0.2126,-0.4017,47.65,78.23,-1.4434,6656,B,economy,night,east,0
0.362,-0.874,-0.7627,0.4697,2.6397,61.46,-0.826,-0.0567,0.4318,26.98,57.11,0.6056,8032,C,standard,day,north,0
0.8289,0.55,-0.8072,-0.6219,4.8003,45.26,-1.1855,0.0176,0.2154,4.96,70.83,-1.9087,4891,B,premium,day,south,0
0.8926,-2.5104,0.1319,-0.4061,4.1586,36.25,-1.3767,-1.1782,0.0148,41.49,68.26,0.5921,5415,D,standard,day,south,1
-1.9451,-0.9672,1.6985,1.2135,1.6223,40.86,0.9612,1.0663,-1.5777,13.03,67.29,1.0166,9364,B,standard,day,east,1
0.9323,1.3573,-1.9514,-0.4743,4.521,26.66,-0.7814,0.032,-2.1308,24.57,44.89,-1.9132,7754,D,premium,day,west,0
-0.2301,-1.5444,-0.6964,1.489,9.5095,45.12,0.0563,-0.325,0.4551,28.93,73.21,-1.9001,8724,D,premium,swing,north,1
-0.9663,-0.2011,-0.3303,0.591,3.1878,7.26,1.5096,0.5155,-0.1113,13.03,56.04,0.1221,6024,D,standard,day,east,1
0.171,1.7452,-1.3971,1.7969,8.1832,33.81,0.6235,0.2046,-0.6032,20.8,55.51,-2.2857,6282,D,standard,day,south,0
-0.7856,-0.7858,0.3544,2.5728,4.6614,36.62,-1.8814,-0.2742,-0.7368,22.34,77.58,0.9933,9870,D,economy,day,east,0
-0.6553,-0.8181,-0.1096,-0.8614,8.8619,81.11,0.7912,-0.9499,2.3291,55.2,47.98,-0.3125,3444,C,premium,day,west,0
-0.1577,-1.1991,1.1101,-1.0417,7.2552,13.73,0.6818,0.1364,1.5783,23.96,73.62,-2.0007,4319,D,premium,day,west,0
0.3994,0.567,,-0.3533,7.5287,45.16,-1.5619,1.4636,1.4451,14.91,65.43,-0.2657,1455,D,standard,swing,east,0
-0.515,1.8843,-1.0844,-0.4716,7.9875,43.1,-0.7319,0.2147,1.0702,13.75,74.57,0.635,4770,D,economy,day,east,0
-0.6241,1.2454,0.6053,-0.0726,7.0969,,-0.8223,0.2395,1.1123,14.21,72.86,-0.8678,1700,D,premium,day,west,0
-0.2525,-1.0592,0.3669,0.4198,4.1121,72.97,-0.4264,-0.8532,-0.5506,10.19,67.69,0.2949,6872,C,standard,night,north,0
-0.8313,3.7048,0.0164,-0.255,9.2296,86.07,0.8748,1.5583,-1.0618,34.71,70.11,0.144,5874,C,standard,day,south,0
2.6527,-1.4443,-0.0042,-0.0637,4.4739,40.23,0.1171,-0.08,0.9541,32.34,89.29,0.3856,8222,D,standard,swing,south,1
0.1414,-1.7406,0.0982,-0.7675,7.0584,41.33,1.4894,-0.4673,-0.72,21.69,53.29,-0.9056,6129,A,economy,day,south,0
0.2622,-1.7861,0.7235,0.5821,5.0067,,0.5058,-0.585,0.7498,36.07,79.47,0.682,5664,B,economy,swing,east,0
0.771,-0.7527,-1.259,-1.2597,4.5777,39.85,-0.7705,-0.7552,-0.3465,33.94,74.2,1.2576,7795,C,standard,swing,north,1
0.6265,,-0.8961,-2.4193,8.9594,19.46,-3.2198,0.4787,0.8672,26.5,62.88,0.95,2801,A,premium,day,west,0
1.1214,-1.8113,-0.7413,0.1265,7.2455,72.48,-0.2553,-0.8586,0.7386,10.3,67.16,1.1,6364,A,economy,day,east,1
-0.7995,1.1909,-0.5041,0.7898,9.1191,41.06,1.5597,0.4899,-1.3137,33.88,66.8,-0.8152,4401,C,standard,swing,south,1
1.6016,-1.1531,-0.6494,0.0284,6.4729,37.61,-1.5501,-0.0442,0.0343,9.76,70.01,1.3055,3114,C,economy,day,east,0
0.0661,0.7057,0.5686,-0.0606,8.5093,57.25,1.2689,-1.4488,-0.0739,37.25,75.87,1.1309,5857,B,standard,swing,north,0
0.1993,-1.6109,-0.3188,-0.6084,1.5215,,-0.4685,-1.662,-1.7117,76.5,64.91,0.3314,6306,C,economy,day,west,0
-1.7097,0.1689,0.4581,-1.1607,3.5686,35.01,1.0662,-0.0921,0.6777,22.12,77.95,-0.4868,2625,A,standard,day,south,1
0.8213,-0.3368,-0.9228,-1.1663,6.82,8.92,0.5252,0.0627,-0.3744,11.24,73.0,0.2712,6335,B,standard,swing,south,0
-0.0087,-0.4468,-0.3561,1.3308,5.4883,89.94,-0.8088,-0.6714,2.1589,37.08,67.53,-0.2108,3701,B,standard,day,east,1
0.3678,,1.4293,-1.2389,6.1362,70.45,-0.4595,-0.0926,-1.1599,16.2,67.89,-1.1963,7441,C,premium,day,west,0
0.8237,-1.0253,1.0081,0.1599,3.1679,57.35,1.5064,-2.2127,1.6503,20.68,70.6,-1.9326,5361,A,standard,swing,north,0
-1.4598,2.4163,-0.7637,-1.5026,6.6507,58.52,-0.1758,0.3126,-0.4007,29.51,89.12,-2.124,8746,D,standard,swing,west,0
0.362,0.5341,0.826,0.8752,,77.92,1.7001,-0.2251,-0.1951,9.78,72.92,-0.9017,1461,D,economy,night,east,0
0.3257,,-0.4376,1.8616,,87.71,-0.1364,0.2442,-0.7706,59.0,76.6,1.197,9194,A,standard,swing,west,1
-0.1272,-0.8853,0.4161,-1.1952,6.1397,47.95,-1.0042,1.4181,0.5279,24.95,59.93,0.8293,2351,A,standard,swing,north,0
0.8815,1.3295,1.4437,-1.3516,5.0107,52.38,-0.269,-0.6038,-0.434,26.87,58.81,-0.9473,7065,C,standard,day,west,1
1.4054,1.1935,0.6992,-1.1291,1.6242,12.19,-0.335,-1.4681,2.7644,24.97,83.06,0.5428,9338,C,economy,swing,north,1
-0.9605,0.5811,-0.4094,0.6872,1.8055,89.56,1.3061,0.6671,-1.4203,50.54,63.86,-0.2756,9380,B,economy,swing,south,0
1.3508,,1.2995,-0.8827,0.9821,51.29,0.2183,0.522,0.2419,19.7,61.71,0.082,1273,C,premium,night,west,0
2.7335,2.3855,-0.9197,-0.2272,2.0027,33.83,0.3956,0.2781,1.2014,34.3,63.07,-0.0433,7483,A,standard,day,east,0
-0.0944,0.2561,-0.7932,-0.3846,4.195,57.72,0.1667,1.0895,-0.491,19.54,72.75,-0.4318,9241,A,standard,night,north,0
-0.8356,-0.3238,-0.2224,0.8712,3.4441,22.88,0.3809,1.1393,0.1378,12.76,84.06,-1.3665,2361,B,premium,day,west,0
-0.8974,-0.5285,-0.0608,-0.4574,0.5552,7.49,-0.7009,-1.2598,-0.2556,74.47,66.46,-0.1588,1823,C,economy,day,south,0
-0.3283,0.1084,-0.0027,-0.4254,3.2536,,0.8175,-2.0372,,30.27,57.29,0.5847,2760,D,premium,night,east,0
0.2629,-0.2295,0.6199,-0.5411,,49.43,1.1513,-0.3377,-0.8029,23.22,76.37,0.6503,2650,A,standard,day,north,0
-0.3644,0.7938,0.0005,-0.7124,8.6911,48.15,0.6134,0.2416,0.3901,19.15,63.86,-2.1176,8012,B,standard,night,west,0
2.7617,0.9733,0.9014,-0.0156,3.1567,44.48,3.0963,0.5559,1.9456,5.34,76.62,0.7177,3425,A,standard,day,north,0
1.1882,0.6948,0.7562,1.7452,4.0527,71.08,0.8195,-0.9638,2.3514,35.74,65.67,0.3872,7417,A,standard,night,north,0
-0.6651,-0.8174,-1.1354,0.2318,9.9615,18.77,-1.536,0.4592,0.1535,14.74,66.82,-1.3714,1762,D,standard,day,west,0
2.0951,-2.2894,1.21,-1.5847,4.2552,44.77,0.8429,1.3628,0.6418,13.82,89.57,2.0117,7248,C,economy,day,south,0
0.3565,-1.1447,-0.4805,-1.2078,6.6289,33.07,-1.2587,0.3036,1.5939,25.69,73.47,0.8749,6532,B,economy,swing,west,0
-1.613,1.1182,1.124,1.3389,4.1402,74.41,-1.2938,-0.6664,-1.2254,16.65,62.65,-1.067,3595,D,premium,day,south,0
0.696,-0.8981,0.9612,0.0306,6.693,74.23,-1.4937,-0.3104,2.0868,25.52,59.86,-0.1869,1505,A,economy,swing,east,1
0.8521,-1.4079,-0.4163,2.0601,5.1332,44.76,0.8485,0.5343,0.1165,13.98,75.39,-0.4528,3608,C,standard,day,south,0
0.3572,1.3976,,0.0017,8.9205,55.87,1.4401,1.929,-2.4515,20.39,83.27,0.9776,3807,A,standard,swing,north,0
1.0348,-1.3555,-0.694,-0.3599,4.8788,37.86,0.3928,0.0382,0.2312,12.85,62.09,-0.0985,5705,C,standard,night,south,0
0.4743,-0.6154,-1.3394,1.9383,9.4149,88.66,-1.5477,-0.9074,0.2074,16.52,72.34,1.4928,1885,B,standard,day,south,1
0.9444,0.0075,0.2196,0.4373,3.2287,76.96,-0.07,-0.8469,0.6651,17.75,57.99,0.1057,3864,A,economy,swing,south,0
-0.8988,0.9939,-0.63,0.865,0.479,82.69,0.5691,-0.1017,-2.0614,8.8,69.2,0.4589,4889,A,standard,night,west,1
-0.7379,,-0.5191,0.3557,4.5132,41.57,0.7335,-1.5915,-1.4509,2.4,60.85,-1.8773,3176,A,economy,swing,north,0
-0.6118,-0.785,0.6004,-0.6585,4.0206,,1.0385,0.1045,-0.6391,14.4,54.48,-1.39,7825,A,standard,swing,east,0
-0.8132,3.2363,0.9665,-0.5798,0.8689,32.35,-0.8132,0.6902,,12.28,63.24,-1.359,6223,C,premium,swing,south,0
0.2176,1.2493,-0.1197,1.8038,2.4285,77.26,0.5877,-2.5458,,50.17,70.42,1.4498,3734,D,standard,swing,east,1
1.536,-0.6703,-1.163,-1.0479,7.934,21.8,0.4458,-0.1053,-0.9258,14.44,64.53,-1.6303,7882,A,standard,swing,east,1
1.3558,1.8819,-0.3171,1.48,4.9759,61.83,2.1558,1.1031,1.1207,14.48,73.53,0.3454,1521,A,standard,night,south,0
1.2657,-1.1638,-0.188,2.1127,8.799,55.29,0.2732,-0.3971,0.1732,20.77,60.87,1.3543,5574,A,standard,night,south,0
-0.1872,3.3879,0.2541,0.1662,1.0629,,0.7767,1.4329,-1.4394,17.87,75.06,1.5434,9295,A,standard,night,,1
-0.8871,0.35,1.0848,-2.6436,8.8179,22.32,-1.0887,0.4105,0.6334,15.64,85.98,-1.8071,8619,C,standard,swing,south,0
-1.5681,1.0806,-0.2896,-1.443,5.7758,82.99,0.626,2.7502,-1.353,25.34,59.71,1.0087,5723,D,premium,swing,north,0
0.0885,,-0.296,-0.6411,0.4429,85.08,-1.8037,0.802,-0.6457,31.36,58.14,0.4431,3160,D,standard,swing,south,0
-0.0364,0.2194,-0.1623,0.8195,7.6639,29.05,-0.1231,2.2144,0.3785,32.11,58.97,-0.6273,4859,B,premium,swing,east,0
-0.4552,1.6846,-0.9638,-0.8821,7.2227,32.57,-1.0287,-1.1786,-0.4036,30.59,73.67,0.0123,2129,C,standard,night,west,0
0.4226,-0.6165,0.1221,0.1409,1.5816,80.96,-0.7721,1.5624,-0.5638,20.79,64.34,-0.1366,2125,B,standard,swing,north,0
0.9734,0.0573,0.304,1.5892,7.879,29.72,0.691,1.723,-0.2208,28.02,66.91,-0.3645,3881,D,standard,day,,1
0.4085,-0.2772,,0.589,5.5185,56.58,0.2016,1.2499,-0.2311,4.89,65.42,-1.393,9822,D,standard,day,east,0
-0.8393,-0.2822,0.4564,-0.2268,3.2446,2.77,-0.5188,0.8082,-0.2116,13.54,76.33,0.8875,6884,B,premium,day,west,0
-0.5632,-1.1513,0.8073,0.4686,2.3132,20.78,0.4604,-0.8605,1.2455,30.6,71.64,-1.4276,3213,D,standard,night,north,0
0.5535,,2.5934,0.4374,4.5523,39.94,0.5531,0.0719,1.7357,24.21,82.87,0.4501,4944,C,premium,swing,east,1
-2.2569,0.0944,-0.2723,-0.6494,2.6469,49.78,0.3441,1.7942,-1.8732,36.88,70.59,-0.2095,6708,D,standard,swing,south,1
-1.1326,0.5542,0.4635,-0.3653,1.8519,78.83,0.2469,-0.836,,7.4,63.04,-2.1493,9867,C,standard,day,south,0
-1.0001,-1.8032,0.7701,-0.4038,5.1189,9.41,-2.6956,0.994,,2.03,77.12,0.1821,4884,C,economy,night,east,1
-0.6068,0.2785,-0.8507,-0.4673,2.0627,31.2,0.0109,0.06,-2.0587,18.0,69.5,-0.4587,7763,C,economy,day,south,0
-0.1179,0.2042,1.3583,-0.5535,2.0548,23.42,0.6727,2.549,-0.8385,21.68,88.04,-1.9794,7955,D,economy,day,south,1
-2.6122,-0.1371,0.3703,-0.4693,1.6839,35.98,1.019,-0.5106,-0.2278,32.56,78.93,-0.4941,8900,C,economy,day,west,0
0.8377,0.7752,0.8472,0.229,4.4248,21.73,-0.6798,1.5735,-0.0952,28.47,73.44,-1.4771,8699,C,premium,day,south,1
1.5539,,-0.5553,0.3577,7.2716,67.69,1.0987,-0.094,3.6207,43.38,61.31,-0.7379,5751,D,economy,swing,west,1
1.5738,0.2221,0.0674,-1.0472,7.4966,42.43,1.1211,-1.1873,-0.5301,5.31,64.1,-1.2107,5799,A,standard,day,south,0
1.7674,-0.3178,-1.5251,0.8004,8.4608,67.98,-1.3009,-2.2581,1.9333,13.31,69.42,-1.2832,4724,D,premium,day,west,0
0.6439,-1.6757,-0.5127,-0.4569,1.4743,43.56,-0.1742,-1.542,2.8806,33.99,63.52,0.3375,3266,A,premium,night,north,0
0.0496,-2.183,-0.7001,-0.9009,4.1436,63.18,-1.1607,0.699,-0.9524,52.3,64.48,0.6056,2778,B,premium,night,south,0
-1.0699,0.3243,1.2573,-0.3317,4.8529,80.27,-0.1478,-0.6808,-1.0708,2.65,56.95,0.1738,7862,B,premium,night,west,0
-0.6764,-0.7882,0.344,-0.7983,7.4831,74.44,-1.4188,0.3075,-0.4254,1.8,67.81,2.2758,3447,A,,night,east,0
0.5687,-2.2762,-0.1629,0.5093,9.6778,,0.5739,-2.1646,0.1292,14.17,84.79,0.0269,9190,C,premium,swing,west,0
-0.1077,1.134,1.2009,1.3489,1.7981,67.09,-1.5417,0.503,1.3075,8.68,59.51,0.6047,4927,D,premium,swing,west,1
0.2591,-1.9918,0.875,-0.3873,2.7616,66.09,1.6297,1.7785,1.1906,19.09,67.95,-0.8947,4453,B,standard,day,south,0
1.5327,0.1127,-2.2152,-0.698,9.3125,41.81,-0.5558,-0.0699,0.861,11.76,76.6,2.0096,1122,A,standard,night,west,1
-0.8221,0.7898,-1.2984,1.2161,0.5572,86.67,0.8097,-0.8705,0.4693,11.34,66.68,0.7372,4977,A,premium,day,south,1
0.6895,0.1341,-1.2993,-1.2437,6.3962,54.05,-0.1538,1.4466,-0.0417,39.51,74.86,-0.2741,8966,D,economy,swing,west,0
-0.2096,-2.3719,-0.504,-1.406,3.4933,90.67,0.1821,0.2617,-1.3837,36.54,81.89,0.6658,7303,C,standard,night,south,1
1.5998,,0.6961,-0.7847,9.4761,12.25,-0.6953,0.4327,0.3046,6.81,67.42,1.6255,3491,D,standard,swing,west,1
0.1762,0.5375,-0.9396,0.1627,,56.41,-0.5858,1.3183,-0.724,28.84,68.01,0.3998,4430,D,economy,day,south,0
2.739,1.7935,0.2884,0.2645,9.9394,26.38,1.0916,-1.3753,2.6567,16.85,69.18,-0.578,2181,D,economy,day,south,0
-0.2257,0.9701,-0.7236,0.3655,9.1515,69.77,0.7586,-0.6109,0.2451,14.6,66.89,0.1716,3091,A,economy,day,east,0
0.177,0.2249,1.1545,0.3147,8.063,60.7,1.6106,1.0143,-1.7911,17.64,49.81,0.6043,4696,B,premium,swing,north,0
-0.7091,3.3777,,1.3124,0.1244,48.69,0.2857,-2.0714,0.5182,16.73,57.79,-1.3834,4741,C,standard,night,south,0
-0.0587,0.6437,,-0.9524,6.3215,65.01,-0.0043,-2.0225,0.3216,24.52,68.28,0.4554,8797,C,premium,swing,east,0
0.8981,0.1883,0.2144,-0.3296,2.6626,17.88,-1.0446,-0.164,-1.5138,5.62,53.0,-0.1295,8982,D,standard,day,east,0
0.7369,-1.8285,1.2039,-2.2392,8.3707,56.64,-1.1706,-0.2407,0.7886,22.19,63.49,-1.3332,3832,C,premium,swing,east,0
-1.9794,0.4903,,-0.5107,9.3961,54.11,-0.2171,-0.8782,-0.9908,15.87,65.49,1.0022,2124,C,standard,day,west,1
-1.5393,-0.5722,,0.497,1.5916,55.81,-1.8312,-0.0926,-1.0894,35.14,67.29,0.4122,3201,A,standard,day,east,0
0.0132,1.8852,0.427,-1.1021,2.335,47.81,-0.4287,0.42,-0.7651,24.57,67.72,-0.3829,4258,A,economy,swing,east,0
-0.4443,2.3858,0.7226,-0.0648,2.2893,45.84,-1.3125,1.4186,-0.4562,10.38,75.14,-0.0931,8047,D,economy,swing,east,0
0.0134,0.3807,-0.1819,-0.7534,7.0198,29.38,-0.2118,0.8606,0.569,14.63,64.05,1.3588,1968,B,standard,swing,south,0
1.2075,-1.9871,0.0661,-0.2833,6.9772,62.93,0.9968,-1.2808,0.4169,7.29,62.01,0.6853,1272,B,,day,south,0
-0.1378,-0.0692,-1.1221,0.8352,0.9744,67.71,0.1709,1.6869,0.5831,13.44,60.88,0.7135,4737,D,standard,swing,south,0
-1.0045,1.678,0.7087,-1.0749,6.6449,33.73,0.4018,-0.2305,0.8557,3.14,83.28,0.7994,9307,D,standard,day,west,0
1.1901,-0.9037,1.702,-2.7401,8.1021,42.04,0.1745,0.3424,0.5938,4.61,65.28,0.9962,5080,D,standard,night,north,0
1.2611,0.1495,-1.167,-1.698,7.4843,86.26,0.4516,-0.4527,,2.42,62.09,-0.8868,9265,A,standard,night,north,0
2.4853,-1.2243,-0.0441,-0.2919,5.3783,25.86,1.5127,-0.17,0.9715,7.71,56.84,-0.3816,7476,A,standard,swing,east,1
-1.4162,1.8802,-1.1362,-0.3078,4.3176,61.88,-0.0813,0.241,-0.5158,9.47,81.29,-0.7468,9466,C,economy,day,west,0
-0.6776,-3.0777,1.9746,-1.1613,4.7351,,1.363,-0.2567,2.0258,12.36,76.43,-0.1106,8530,C,standard,day,north,0
1.8226,-2.6959,-0.2024,-0.6326,3.0595,58.39,-2.2003,0.0695,0.3167,13.5,60.92,1.0253,4842,B,premium,swing,north,0
-0.0996,0.9432,-0.6958,0.6553,7.8415,59.7,0.9192,1.8633,0.6346,1.29,76.15,0.4215,5459,B,standard,swing,east,1
0.7542,-0.2767,-0.4435,-0.7688,8.3749,67.22,0.8134,-1.4761,1.832,8.69,72.26,0.3026,3067,C,standard,day,west,1
0.3735,0.9528,0.7634,1.8363,8.9951,36.04,-1.2649,-0.5411,0.2307,12.5,92.52,-0.7137,3385,B,standard,day,south,0
1.4915,3.2818,-0.2215,0.586,0.7146,31.87,0.3782,0.2631,0.316,17.96,84.08,-0.3246,5155,D,standard,day,south,0
-1.2131,-0.6248,,1.0748,3.1858,31.48,1.6137,-0.2419,-0.111,5.43,67.83,0.141,2350,B,standard,day,north,0
2.319,0.8096,-1.3664,0.1945,2.0529,61.67,-1.2847,-0.459,1.1535,8.46,78.22,-1.0436,5233,B,standard,night,west,0
2.5859,0.9629,-1.1438,0.5699,9.3574,14.4,-1.5403,-0.2754,2.185,22.01,62.09,-0.7636,8224,A,standard,day,south,0
0.1986,0.8353,-1.1617,-0.1753,0.9086,32.82,0.057,0.1367,-0.2487,15.47,73.47,1.0473,8273,A,standard,swing,south,1
2.7743,1.7479,1.841,0.6463,0.7996,46.3,-0.1194,-0.3251,0.1321,10.51,63.65,-0.4093,1795,B,standard,swing,east,1
0.2969,-1.5731,-0.6154,-0.5712,2.44,39.36,0.3897,-0.7819,1.3801,17.61,80.07,0.9996,1854,A,standard,swing,west,1
0.0467,-0.1114,-0.2246,0.717,2.6098,54.9,3.1532,0.3695,0.118,17.17,47.62,-0.3272,8041,D,standard,day,east,1
1.0542,0.4896,-0.4187,-1.106,4.7502,6.7,1.3642,-0.8286,1.3981,32.52,46.17,0.4313,1478,D,standard,day,east,0
1.5548,-0.5992,,0.8378,2.0465,65.55,-1.0609,-0.9619,-0.9056,19.41,69.14,-0.3392,9020,B,economy,swing,north,1
-0.1103,1.983,0.6873,-0.57,,66.61,-0.5713,0.1801,-0.3634,32.43,75.36,0.4788,8354,B,economy,night,south,0
0.5041,0.7812,-0.174,0.2399,1.3542,62.05,-0.1307,-1.0377,3.7339,37.64,71.9,-0.6327,7208,A,economy,night,north,0
-0.3795,,0.5113,1.0362,7.1695,54.6,0.3893,0.409,0.3311,20.54,70.98,0.066,9750,D,standard,swing,north,0
-0.6402,1.2527,-1.0158,0.1739,1.3941,79.32,-0.4458,1.1453,0.727,27.95,54.37,1.7016,6506,D,economy,day,north,1
-0.0162,-1.1835,0.8836,-0.0571,6.396,31.6,-1.8302,-1.4875,0.7377,12.44,63.25,-0.9626,2902,C,premium,swing,south,1
1.5176,0.3519,-0.3583,1.4639,2.731,71.16,0.5924,2.1101,1.6664,7.63,71.43,0.7945,5812,C,standard,night,east,0
0.446,-1.8173,-0.4473,-0.7891,1.0482,68.7,0.3099,1.1101,-0.6687,15.36,66.34,0.3716,1111,A,standard,swing,west,0
0.4885,2.072,1.7909,1.1749,3.612,96.2,0.2335,0.0237,0.5467,18.83,68.08,1.1224,7515,B,premium,night,south,0
-2.4547,1.679,0.4164,-1.0829,3.8379,44.61,-0.3414,0.5839,-0.2584,18.1,65.41,-0.5269,2375,C,standard,day,north,0
-0.8731,,-0.2567,0.8406,6.1468,41.2,0.617,-1.2668,1.0647,35.38,53.25,2.3903,3161,C,standard,night,north,1
0.0901,-1.4514,0.7955,1.1746,7.9739,,0.1836,-1.1528,-0.1886,15.87,73.17,0.9043,3722,C,premium,swing,west,0
-0.5166,-0.0762,0.2423,-0.2511,7.239,29.13,0.7532,2.017,0.335,26.61,67.49,-0.9015,4231,A,premium,swing,south,0
2.3967,1.0707,0.8425,0.3829,8.4928,39.73,0.3957,1.4265,1.1594,9.46,47.98,-0.243,4036,A,economy,day,east,0
-0.0268,0.1855,1.5522,2.114,3.3254,45.39,0.2786,-0.206,0.1784,27.27,78.42,-1.8535,8984,C,premium,swing,south,1
1.7378,0.3877,0.5999,0.6702,4.0937,6.91,-0.7907,0.7714,-0.2043,17.28,71.86,-0.1566,2977,C,standard,night,east,0
1.2666,-0.5585,0.6671,-0.6437,4.5513,48.21,1.592,0.2786,-0.9254,28.04,80.2,0.8482,8254,B,economy,day,,1
-0.2611,,-0.1331,0.3778,6.1022,63.51,-1.049,-0.9339,0.5771,18.9,59.69,-1.2184,6580,B,premium,swing,north,0
1.1099,0.4533,0.389,-0.5898,5.9331,76.26,-0.5441,-0.3894,-0.8457,7.66,66.64,-1.2019,6471,D,standard,day,east,1
0.2594,-1.1752,-1.0153,0.0162,2.323,69.16,0.0108,1.1312,1.7355,30.09,69.28,-0.188,2625,C,economy,day,south,0
-0.6135,-1.0656,-1.3125,-0.7782,4.392,,-1.2905,-0.4828,,23.51,59.72,2.5934,7346,C,standard,night,west,0
-0.1418,-0.0195,-1.2951,0.4661,5.3957,25.31,0.2759,-0.4593,0.6089,18.84,74.2,-1.313,5968,A,standard,day,south,0
1.6261,-0.7078,1.3314,1.5634,0.7155,39.47,1.4097,-0.5199,,23.43,64.18,-0.4819,1065,C,standard,swing,south,1
0.9865,2.5729,-0.3332,1.4318,2.9754,54.39,0.5386,-1.104,0.9285,32.87,80.36,1.4191,9655,B,premium,swing,east,0
-0.8441,-0.9143,-0.4219,-0.4584,5.3629,84.76,-1.0481,0.8627,0.1256,7.87,69.39,0.2598,4261,C,premium,night,west,1
0.8632,-0.6909,-0.6894,1.0444,2.5989,4.97,1.0161,0.0128,-0.7021,20.06,69.62,1.6157,3854,B,premium,swing,north,0
0.481,1.5521,-0.9173,-1.3756,0.7661,25.22,-0.4192,0.4686,,34.6,74.63,-1.1826,5906,B,premium,night,west,0
-1.948,0.8653,1.8323,0.0255,5.2756,52.81,-0.7131,-0.3491,-1.9211,19.56,76.9,0.9097,1292,D,standard,swing,west,0
